customerid,salespersonid,average,sum
28673,,2190.0500000000000000,4380.1000
28672,,2177.8050000000000000,4355.6100
28671,,2160.3100000000000000,4320.6200
28670,,3578.2700000000000000,3578.2700
28669,,2181.5625000000000000,2181.5625
28668,,78.9800000000000000,78.9800
28667,,2185.3050000000000000,4370.6100
28666,,2411.0550000000000000,4822.1100
28665,,2426.3000000000000000,4852.6000
28664,,2396.5600000000000000,4793.1200
28663,,2443.3500000000000000,2443.3500
28662,,2413.5500000000000000,4827.1000
28661,,3578.2700000000000000,3578.2700
28660,,3578.2700000000000000,3578.2700
28659,,2443.3500000000000000,2443.3500
28658,,3578.2700000000000000,3578.2700
28657,,3578.2700000000000000,3578.2700
28656,,3578.2700000000000000,3578.2700
28655,,3578.2700000000000000,3578.2700
28654,,3578.2700000000000000,3578.2700
28653,,3578.2700000000000000,3578.2700
28652,,3578.2700000000000000,3578.2700
28651,,3578.2700000000000000,3578.2700
28650,,3578.2700000000000000,3578.2700
28649,,3578.2700000000000000,3578.2700
28648,,3578.2700000000000000,3578.2700
28647,,3578.2700000000000000,3578.2700
28646,,3578.2700000000000000,3578.2700
28645,,3578.2700000000000000,3578.2700
28644,,3578.2700000000000000,3578.2700
28643,,3578.2700000000000000,3578.2700
28642,,27.2800000000000000,27.2800
28641,,83.9700000000000000,83.9700
28640,,69.9900000000000000,69.9900
28639,,190.2700000000000000,190.2700
28638,,37.9700000000000000,37.9700
28637,,31.2700000000000000,31.2700
28636,,78.9700000000000000,78.9700
28635,,3578.2700000000000000,3578.2700
28634,,126.9500000000000000,126.9500
28633,,187.9800000000000000,187.9800
28632,,74.9800000000000000,74.9800
28631,,144.4700000000000000,144.4700
28630,,3578.2700000000000000,3578.2700
28629,,3578.2700000000000000,3578.2700
28628,,3578.2700000000000000,3578.2700
28627,,3578.2700000000000000,3578.2700
28626,,3578.2700000000000000,3578.2700
28625,,3578.2700000000000000,3578.2700
28624,,3578.2700000000000000,3578.2700
28623,,27.2800000000000000,27.2800
28622,,88.4600000000000000,88.4600
28621,,3578.2700000000000000,3578.2700
28620,,3578.2700000000000000,3578.2700
28619,,3578.2700000000000000,3578.2700
28618,,3578.2700000000000000,3578.2700
28617,,178.9800000000000000,178.9800
28616,,120.0000000000000000,120.0000
28615,,8.9900000000000000,8.9900
28614,,8.9900000000000000,8.9900
28613,,8.9900000000000000,8.9900
28612,,8.9900000000000000,8.9900
28611,,8.9900000000000000,8.9900
28610,,8.9900000000000000,8.9900
28609,,63.9700000000000000,63.9700
28608,,78.9800000000000000,78.9800
28607,,7.9500000000000000,7.9500
28606,,7.9500000000000000,7.9500
28605,,7.9500000000000000,7.9500
28604,,7.9500000000000000,7.9500
28603,,7.9500000000000000,7.9500
28602,,144.4700000000000000,144.4700
28601,,7.9500000000000000,7.9500
28600,,119.9800000000000000,119.9800
28599,,7.9500000000000000,7.9500
28598,,3578.2700000000000000,3578.2700
28597,,7.9500000000000000,7.9500
28596,,7.9500000000000000,7.9500
28595,,49.9900000000000000,49.9900
28594,,49.9900000000000000,49.9900
28593,,34.9900000000000000,34.9900
28592,,34.9900000000000000,34.9900
28591,,34.9900000000000000,34.9900
28590,,59.4800000000000000,59.4800
28589,,69.9900000000000000,69.9900
28588,,3578.2700000000000000,3578.2700
28587,,3578.2700000000000000,3578.2700
28586,,3578.2700000000000000,3578.2700
28585,,34.9900000000000000,34.9900
28584,,3578.2700000000000000,3578.2700
28583,,3578.2700000000000000,3578.2700
28582,,34.9900000000000000,34.9900
28581,,119.9800000000000000,119.9800
28580,,2396.5600000000000000,4793.1200
28579,,7.2800000000000000,7.2800
28578,,39.9800000000000000,39.9800
28577,,7.2800000000000000,7.2800
28576,,39.9800000000000000,39.9800
28575,,69.9900000000000000,69.9900
28574,,3578.2700000000000000,3578.2700
28573,,3578.2700000000000000,3578.2700
28572,,31.2700000000000000,31.2700
28571,,29.4800000000000000,29.4800
28570,,67.4900000000000000,67.4900
28569,,1602.2891000000000000,3204.5782
28568,,1145.4800000000000000,1145.4800
28567,,69.9900000000000000,69.9900
28566,,58.4700000000000000,58.4700
28565,,58.4700000000000000,58.4700
28564,,1174.4800000000000000,1174.4800
28563,,1197.9700000000000000,1197.9700
28562,,1609.5948000000000000,3219.1896
28561,,23.7800000000000000,23.7800
28560,,2071.4196000000000000,2071.4196
28559,,2049.0982000000000000,2049.0982
28558,,68.9700000000000000,68.9700
28557,,2419.0600000000000000,2419.0600
28556,,1155.4800000000000000,1155.4800
28555,,1134.4700000000000000,1134.4700
28554,,1155.4800000000000000,1155.4800
28553,,1608.4498000000000000,3216.8996
28552,,21.4900000000000000,21.4900
28551,,69.9900000000000000,69.9900
28550,,123.9800000000000000,123.9800
28549,,2418.0500000000000000,2418.0500
28548,,751.3400000000000000,751.3400
28547,,2049.0982000000000000,2049.0982
28546,,119.9800000000000000,119.9800
28545,,132.9700000000000000,132.9700
28544,,33.9800000000000000,33.9800
28543,,108.4600000000000000,108.4600
28542,,78.9800000000000000,78.9800
28541,,2049.0982000000000000,2049.0982
28540,,2049.0982000000000000,2049.0982
28539,,119.9800000000000000,119.9800
28538,,36.2700000000000000,36.2700
28537,,39.9800000000000000,39.9800
28536,,13.9800000000000000,13.9800
28535,,2433.0400000000000000,2433.0400
28534,,603.4900000000000000,603.4900
28533,,4.9900000000000000,4.9900
28532,,2071.4196000000000000,2071.4196
28531,,751.3400000000000000,751.3400
28530,,588.9600000000000000,588.9600
28529,,2049.0982000000000000,2049.0982
28528,,751.3400000000000000,751.3400
28527,,563.7700000000000000,563.7700
28526,,60.4700000000000000,60.4700
28525,,574.9800000000000000,574.9800
28524,,2398.0500000000000000,2398.0500
28523,,2433.0400000000000000,2433.0400
28522,,1197.9700000000000000,1197.9700
28521,,1164.4700000000000000,1164.4700
28520,,1613.4498000000000000,3226.8996
28519,,2049.0982000000000000,2049.0982
28518,,750.3000000000000000,750.3000
28517,,578.4600000000000000,578.4600
28516,,563.7700000000000000,563.7700
28515,,565.4700000000000000,565.4700
28514,,78.9800000000000000,78.9800
28513,,811.3200000000000000,811.3200
28512,,2049.0982000000000000,2049.0982
28511,,562.9600000000000000,562.9600
28510,,2071.4196000000000000,2071.4196
28509,,777.3400000000000000,777.3400
28508,,574.9800000000000000,574.9800
28507,,777.3400000000000000,777.3400
28506,,1606.7841000000000000,3213.5682
28505,,827.3300000000000000,827.3300
28504,,3374.9900000000000000,3374.9900
28503,,578.4600000000000000,578.4600
28502,,777.3400000000000000,777.3400
28501,,786.3300000000000000,786.3300
28500,,777.3400000000000000,777.3400
28499,,778.6200000000000000,778.6200
28498,,78.9800000000000000,78.9800
28497,,776.3300000000000000,776.3300
28496,,69.9900000000000000,69.9900
28495,,119.9800000000000000,119.9800
28494,,751.3400000000000000,751.3400
28493,,814.8000000000000000,814.8000
28492,,3374.9900000000000000,3374.9900
28491,,3374.9900000000000000,3374.9900
28490,,778.6200000000000000,778.6200
28489,,786.3300000000000000,786.3300
28488,,742.3500000000000000,742.3500
28487,,805.3300000000000000,805.3300
28486,,776.3300000000000000,776.3300
28485,,751.3400000000000000,751.3400
28484,,778.6200000000000000,778.6200
28483,,765.3200000000000000,765.3200
28482,,777.3400000000000000,777.3400
28481,,778.6200000000000000,778.6200
28480,,742.3500000000000000,742.3500
28479,,831.3300000000000000,831.3300
28478,,3374.9900000000000000,3374.9900
28477,,548.9800000000000000,548.9800
28476,,119.9800000000000000,119.9800
28475,,123.9800000000000000,123.9800
28474,,565.4700000000000000,565.4700
28473,,21.4900000000000000,21.4900
28472,,750.3000000000000000,750.3000
28471,,3374.9900000000000000,3374.9900
28470,,3399.9900000000000000,3399.9900
28469,,60.4700000000000000,60.4700
28468,,60.4700000000000000,60.4700
28467,,36.2700000000000000,36.2700
28466,,119.9800000000000000,119.9800
28465,,68.9700000000000000,68.9700
28464,,69.9900000000000000,69.9900
28463,,21.4900000000000000,21.4900
28462,,69.9900000000000000,69.9900
28461,,33.9800000000000000,33.9800
28460,,119.9800000000000000,119.9800
28459,,21.4900000000000000,21.4900
28458,,3374.9900000000000000,3374.9900
28457,,69.9900000000000000,69.9900
28456,,69.9900000000000000,69.9900
28455,,42.9700000000000000,42.9700
28454,,88.9700000000000000,88.9700
28453,,36.2700000000000000,36.2700
28452,,69.9900000000000000,69.9900
28451,,30.4800000000000000,30.4800
28450,,68.9700000000000000,68.9700
28449,,3374.9900000000000000,3374.9900
28448,,21.4900000000000000,21.4900
28447,,69.9900000000000000,69.9900
28446,,2398.0500000000000000,2398.0500
28445,,33.9800000000000000,33.9800
28444,,123.9800000000000000,123.9800
28443,,3374.9900000000000000,3374.9900
28442,,69.9900000000000000,69.9900
28441,,36.5900000000000000,36.5900
28440,,38.8800000000000000,38.8800
28439,,60.4700000000000000,60.4700
28438,,574.9800000000000000,574.9800
28437,,567.7600000000000000,567.7600
28436,,617.4700000000000000,617.4700
28435,,42.9700000000000000,42.9700
28434,,751.3400000000000000,751.3400
28433,,32.6000000000000000,32.6000
28432,,28.9900000000000000,28.9900
28431,,197.8800000000000000,197.8800
28430,,42.9700000000000000,42.9700
28429,,34.8900000000000000,34.8900
28428,,603.4900000000000000,603.4900
28427,,539.9900000000000000,539.9900
28426,,60.4700000000000000,60.4700
28425,,588.9600000000000000,588.9600
28424,,564.4800000000000000,564.4800
28423,,33.9800000000000000,33.9800
28422,,34.8900000000000000,34.8900
28421,,776.3300000000000000,776.3300
28420,,2267.2300000000000000,4534.4600
28419,,2282.2300000000000000,4564.4600
28418,,2269.7300000000000000,4539.4600
28417,,2426.0000000000000000,2426.0000
28416,,2442.0300000000000000,2442.0300
28415,,2428.0500000000000000,2428.0500
28414,,3399.9900000000000000,3399.9900
28413,,23.7800000000000000,23.7800
28412,,45.5800000000000000,45.5800
28411,,134.9500000000000000,134.9500
28410,,60.4700000000000000,60.4700
28409,,28.9900000000000000,28.9900
28408,,23.7800000000000000,23.7800
28407,,3374.9900000000000000,3374.9900
28406,,100.0900000000000000,100.0900
28405,,1155.4800000000000000,1155.4800
28404,,56.9500000000000000,56.9500
28403,,2419.0600000000000000,2419.0600
28402,,71.5800000000000000,71.5800
28401,,3374.9900000000000000,3374.9900
28400,,777.3400000000000000,777.3400
28399,,553.9700000000000000,553.9700
28398,,71.5800000000000000,71.5800
28397,,2419.0600000000000000,2419.0600
28396,,1155.4800000000000000,1155.4800
28395,,2277.2300000000000000,4554.4600
28394,,2277.7350000000000000,4555.4700
28393,,2269.7300000000000000,4539.4600
28392,,23.7800000000000000,23.7800
28391,,32.6000000000000000,32.6000
28390,,3374.9900000000000000,3374.9900
28389,,3399.9900000000000000,3399.9900
28388,,751.3400000000000000,751.3400
28387,,583.9700000000000000,583.9700
28386,,600.4600000000000000,600.4600
28385,,71.5800000000000000,71.5800
28384,,67.5900000000000000,67.5900
28383,,742.3500000000000000,742.3500
28382,,786.3300000000000000,786.3300
28381,,92.9600000000000000,92.9600
28380,,34.8900000000000000,34.8900
28379,,61.0800000000000000,61.0800
28378,,38.8800000000000000,38.8800
28377,,2433.0400000000000000,2433.0400
28376,,1134.4700000000000000,1134.4700
28375,,567.7600000000000000,567.7600
28374,,68.9700000000000000,68.9700
28373,,38.8800000000000000,38.8800
28372,,607.9600000000000000,607.9600
28371,,539.9900000000000000,539.9900
28370,,638.9500000000000000,638.9500
28369,,777.3400000000000000,777.3400
28368,,791.3200000000000000,791.3200
28367,,600.4600000000000000,600.4600
28366,,578.4600000000000000,578.4600
28365,,2433.0400000000000000,2433.0400
28364,,1170.4800000000000000,1170.4800
28363,,3578.2700000000000000,3578.2700
28362,,3578.2700000000000000,3578.2700
28361,,13.9800000000000000,13.9800
28360,,7.2800000000000000,7.2800
28359,,78.9800000000000000,78.9800
28358,,4.9900000000000000,4.9900
28357,,133.4900000000000000,133.4900
28356,,59.9800000000000000,59.9800
28355,,3578.2700000000000000,3578.2700
28354,,3578.2700000000000000,3578.2700
28353,,548.9800000000000000,548.9800
28352,,562.9600000000000000,562.9600
28351,,574.9800000000000000,574.9800
28350,,13.9800000000000000,13.9800
28349,,39.9800000000000000,39.9800
28348,,68.4900000000000000,68.4900
28347,,73.9600000000000000,73.9600
28346,,94.4800000000000000,94.4800
28345,,4.9900000000000000,4.9900
28344,,53.9900000000000000,53.9900
28343,,53.9900000000000000,53.9900
28342,,69.9900000000000000,69.9900
28341,,128.9700000000000000,128.9700
28340,,3578.2700000000000000,3578.2700
28339,,3578.2700000000000000,3578.2700
28338,,47.9700000000000000,47.9700
28337,,59.9800000000000000,59.9800
28336,,138.9700000000000000,138.9700
28335,,62.9800000000000000,62.9800
28334,,53.9900000000000000,53.9900
28333,,53.9900000000000000,53.9900
28332,,94.4800000000000000,94.4800
28331,,53.9900000000000000,53.9900
28330,,10.2400000000000000,10.2400
28329,,6.2800000000000000,6.2800
28328,,4.9900000000000000,4.9900
28327,,2407.0400000000000000,2407.0400
28326,,2442.5400000000000000,2442.5400
28325,,574.9800000000000000,574.9800
28324,,548.9800000000000000,548.9800
28323,,2384.0700000000000000,2384.0700
28322,,29.4800000000000000,29.4800
28321,,599.4700000000000000,599.4700
28320,,539.9900000000000000,539.9900
28319,,556.9300000000000000,556.9300
28318,,574.9800000000000000,574.9800
28317,,539.9900000000000000,539.9900
28316,,539.9900000000000000,539.9900
28315,,556.9300000000000000,556.9300
28314,,553.9700000000000000,553.9700
28313,,647.9400000000000000,647.9400
28312,,574.9800000000000000,574.9800
28311,,2393.0600000000000000,2393.0600
28310,,4.9900000000000000,4.9900
28309,,2419.0600000000000000,2419.0600
28308,,588.9600000000000000,588.9600
28307,,561.4800000000000000,561.4800
28306,,4.9900000000000000,4.9900
28305,,29.4800000000000000,29.4800
28304,,91.9700000000000000,91.9700
28303,,74.9800000000000000,74.9800
28302,,78.9800000000000000,78.9800
28301,,161.2900000000000000,161.2900
28300,,2.2900000000000000,2.2900
28299,,3578.2700000000000000,3578.2700
28298,,2414.0550000000000000,4828.1100
28297,,2985.6650000000000000,5971.3300
28296,,2998.6650000000000000,5997.3300
28295,,3578.2700000000000000,3578.2700
28294,,3578.2700000000000000,3578.2700
28293,,3578.2700000000000000,3578.2700
28292,,61.9600000000000000,61.9600
28291,,39.9800000000000000,39.9800
28290,,64.4700000000000000,64.4700
28289,,54.9800000000000000,54.9800
28288,,3019.6500000000000000,6039.3000
28287,,103.4800000000000000,103.4800
28286,,4.9900000000000000,4.9900
28285,,2998.6650000000000000,5997.3300
28284,,563.7700000000000000,563.7700
28283,,39.9800000000000000,39.9800
28282,,4.9900000000000000,4.9900
28281,,7.2800000000000000,7.2800
28280,,4.9900000000000000,4.9900
28279,,7.2800000000000000,7.2800
28278,,39.9800000000000000,39.9800
28277,,4.9900000000000000,4.9900
28276,,64.4700000000000000,64.4700
28275,,39.9800000000000000,39.9800
28274,,4.9900000000000000,4.9900
28273,,2981.1700000000000000,5962.3400
28272,,111.9500000000000000,111.9500
28271,,3578.2700000000000000,3578.2700
28270,,3578.2700000000000000,3578.2700
28269,,13.9800000000000000,13.9800
28268,,2998.6650000000000000,5997.3300
28267,,64.4700000000000000,64.4700
28266,,4.9900000000000000,4.9900
28265,,39.9800000000000000,39.9800
28264,,2998.6650000000000000,5997.3300
28263,,39.9800000000000000,39.9800
28262,,7.2800000000000000,7.2800
28261,,27.9200000000000000,27.9200
28260,,7.2800000000000000,7.2800
28259,,3059.3050000000000000,6118.6100
28258,,7.2800000000000000,7.2800
28257,,2988.1600000000000000,5976.3200
28256,,29.4800000000000000,29.4800
28255,,3025.6550000000000000,6051.3100
28254,,166.2800000000000000,166.2800
28253,,13.9800000000000000,13.9800
28252,,4.9900000000000000,4.9900
28251,,4.9900000000000000,4.9900
28250,,3008.1650000000000000,6016.3300
28249,,27.9600000000000000,27.9600
28248,,4.9900000000000000,4.9900
28247,,2981.1700000000000000,5962.3400
28246,,2988.1600000000000000,5976.3200
28245,,7.2800000000000000,7.2800
28244,,3013.1550000000000000,6026.3100
28243,,3030.4150000000000000,6060.8300
28242,,7.2800000000000000,7.2800
28241,,130.4600000000000000,130.4600
28240,,2999.3050000000000000,5998.6100
28239,,7.2800000000000000,7.2800
28238,,21.4900000000000000,21.4900
28237,,33.4300000000000000,33.4300
28236,,60.4700000000000000,60.4700
28235,,30.4800000000000000,30.4800
28234,,2988.1600000000000000,5976.3200
28233,,21.4900000000000000,21.4900
28232,,143.7800000000000000,143.7800
28231,,23.7800000000000000,23.7800
28230,,25.4800000000000000,25.4800
28229,,27.7700000000000000,27.7700
28228,,21.4900000000000000,21.4900
28227,,60.4700000000000000,60.4700
28226,,60.4700000000000000,60.4700
28225,,60.4700000000000000,60.4700
28224,,3008.1650000000000000,6016.3300
28223,,3578.2700000000000000,3578.2700
28222,,3578.2700000000000000,3578.2700
28221,,3578.2700000000000000,3578.2700
28220,,13.9800000000000000,13.9800
28219,,39.9800000000000000,39.9800
28218,,18.9700000000000000,18.9700
28217,,2408.2900000000000000,2408.2900
28216,,7.2800000000000000,7.2800
28215,,589.9600000000000000,589.9600
28214,,59.9800000000000000,59.9800
28213,,39.9800000000000000,39.9800
28212,,619.4600000000000000,619.4600
28211,,539.9900000000000000,539.9900
28210,,564.4800000000000000,564.4800
28209,,574.9800000000000000,574.9800
28208,,2398.0500000000000000,2398.0500
28207,,2461.5500000000000000,2461.5500
28206,,2398.0500000000000000,2398.0500
28205,,603.4900000000000000,603.4900
28204,,2419.0600000000000000,2419.0600
28203,,2384.0700000000000000,2384.0700
28202,,2419.0600000000000000,2419.0600
28201,,2419.0600000000000000,2419.0600
28200,,3578.2700000000000000,3578.2700
28199,,3578.2700000000000000,3578.2700
28198,,3578.2700000000000000,3578.2700
28197,,3578.2700000000000000,3578.2700
28196,,2992.6550000000000000,5985.3100
28195,,574.9800000000000000,574.9800
28194,,3057.4050000000000000,6114.8100
28193,,3008.1650000000000000,6016.3300
28192,,30.4800000000000000,30.4800
28191,,2998.6650000000000000,5997.3300
28190,,2998.6650000000000000,5997.3300
28189,,567.7600000000000000,567.7600
28188,,29.4800000000000000,29.4800
28187,,39.9800000000000000,39.9800
28186,,3578.2700000000000000,3578.2700
28185,,3578.2700000000000000,3578.2700
28184,,3578.2700000000000000,3578.2700
28183,,3578.2700000000000000,3578.2700
28182,,3578.2700000000000000,3578.2700
28181,,3578.2700000000000000,3578.2700
28180,,3578.2700000000000000,3578.2700
28179,,3578.2700000000000000,3578.2700
28178,,3578.2700000000000000,3578.2700
28177,,3578.2700000000000000,3578.2700
28176,,3578.2700000000000000,3578.2700
28175,,7.2800000000000000,7.2800
28174,,39.9800000000000000,39.9800
28173,,3578.2700000000000000,3578.2700
28172,,3578.2700000000000000,3578.2700
28171,,3578.2700000000000000,3578.2700
28170,,3578.2700000000000000,3578.2700
28169,,3578.2700000000000000,3578.2700
28168,,3578.2700000000000000,3578.2700
28167,,3578.2700000000000000,3578.2700
28166,,3578.2700000000000000,3578.2700
28165,,3578.2700000000000000,3578.2700
28164,,3578.2700000000000000,3578.2700
28163,,3578.2700000000000000,3578.2700
28162,,3578.2700000000000000,3578.2700
28161,,3578.2700000000000000,3578.2700
28160,,574.9800000000000000,574.9800
28159,,2989.3050000000000000,5978.6100
28158,,2998.6650000000000000,5997.3300
28157,,7.2800000000000000,7.2800
28156,,2998.6650000000000000,5997.3300
28155,,2981.1700000000000000,5962.3400
28154,,2985.6650000000000000,5971.3300
28153,,570.4700000000000000,570.4700
28152,,3012.6600000000000000,6025.3200
28151,,4.9900000000000000,4.9900
28150,,3578.2700000000000000,3578.2700
28149,,3578.2700000000000000,3578.2700
28148,,3578.2700000000000000,3578.2700
28147,,3578.2700000000000000,3578.2700
28146,,60.4700000000000000,60.4700
28145,,3578.2700000000000000,3578.2700
28144,,15.2300000000000000,15.2300
28143,,13.9800000000000000,13.9800
28142,,3578.2700000000000000,3578.2700
28141,,94.4800000000000000,94.4800
28140,,39.9800000000000000,39.9800
28139,,127.2800000000000000,127.2800
28138,,7.2800000000000000,7.2800
28137,,7.2800000000000000,7.2800
28136,,2384.0700000000000000,2384.0700
28135,,548.9800000000000000,548.9800
28134,,574.9800000000000000,574.9800
28133,,574.9800000000000000,574.9800
28132,,548.9800000000000000,548.9800
28131,,3005.6550000000000000,6011.3100
28130,,3578.2700000000000000,3578.2700
28129,,3578.2700000000000000,3578.2700
28128,,12.9400000000000000,12.9400
28127,,4.9900000000000000,4.9900
28126,,13.9800000000000000,13.9800
28125,,4.9900000000000000,4.9900
28124,,21.2600000000000000,21.2600
28123,,4.9900000000000000,4.9900
28122,,39.9800000000000000,39.9800
28121,,119.9800000000000000,119.9800
28120,,539.9900000000000000,539.9900
28119,,574.9800000000000000,574.9800
28118,,588.9600000000000000,588.9600
28117,,565.4700000000000000,565.4700
28116,,617.4700000000000000,617.4700
28115,,562.9600000000000000,562.9600
28114,,570.4700000000000000,570.4700
28113,,901.3500000000000000,901.3500
28112,,3578.2700000000000000,3578.2700
28111,,865.3100000000000000,865.3100
28110,,845.3100000000000000,845.3100
28109,,778.6200000000000000,778.6200
28108,,751.3400000000000000,751.3400
28107,,810.3200000000000000,810.3200
28106,,12.9400000000000000,12.9400
28105,,7.2800000000000000,7.2800
28104,,7.2800000000000000,7.2800
28103,,1214.8500000000000000,1214.8500
28102,,1299.8300000000000000,1299.8300
28101,,78.9800000000000000,78.9800
28100,,49.9700000000000000,49.9700
28099,,3010.9100000000000000,6021.8200
28098,,1249.8400000000000000,1249.8400
28097,,3578.2700000000000000,3578.2700
28096,,3578.2700000000000000,3578.2700
28095,,2.2900000000000000,2.2900
28094,,2.2900000000000000,2.2900
28093,,2.2900000000000000,2.2900
28092,,3578.2700000000000000,3578.2700
28091,,1249.8400000000000000,1249.8400
28090,,39.9800000000000000,39.9800
28089,,15.2300000000000000,15.2300
28088,,3578.2700000000000000,3578.2700
28087,,7.2800000000000000,7.2800
28086,,166.2800000000000000,166.2800
28085,,4.9900000000000000,4.9900
28084,,60.4700000000000000,60.4700
28083,,2981.1700000000000000,5962.3400
28082,,60.4700000000000000,60.4700
28081,,25.4800000000000000,25.4800
28080,,39.9800000000000000,39.9800
28079,,39.9800000000000000,39.9800
28078,,3005.6550000000000000,6011.3100
28077,,21.4900000000000000,21.4900
28076,,2998.6650000000000000,5997.3300
28075,,88.4200000000000000,88.4200
28074,,12.9400000000000000,12.9400
28073,,7.2800000000000000,7.2800
28072,,548.9800000000000000,548.9800
28071,,2985.6650000000000000,5971.3300
28070,,2998.6650000000000000,5997.3300
28069,,553.9700000000000000,553.9700
28068,,3010.9100000000000000,6021.8200
28067,,2998.6650000000000000,5997.3300
28066,,2998.6650000000000000,5997.3300
28065,,2998.6650000000000000,5997.3300
28064,,2981.1700000000000000,5962.3400
28063,,3013.1550000000000000,6026.3100
28062,,2981.1700000000000000,5962.3400
28061,,3003.1600000000000000,6006.3200
28060,,39.9800000000000000,39.9800
28059,,82.4700000000000000,82.4700
28058,,21.4900000000000000,21.4900
28057,,21.4900000000000000,21.4900
28056,,30.4800000000000000,30.4800
28055,,75.4800000000000000,75.4800
28054,,25.4800000000000000,25.4800
28053,,68.9700000000000000,68.9700
28052,,67.9300000000000000,67.9300
28051,,3578.2700000000000000,3578.2700
28050,,21.4900000000000000,21.4900
28049,,27.7700000000000000,27.7700
28048,,84.4700000000000000,84.4700
28047,,3578.2700000000000000,3578.2700
28046,,69.9900000000000000,69.9900
28045,,119.9800000000000000,119.9800
28044,,3578.2700000000000000,3578.2700
28043,,39.9800000000000000,39.9800
28042,,3578.2700000000000000,3578.2700
28041,,3578.2700000000000000,3578.2700
28040,,3578.2700000000000000,3578.2700
28039,,3578.2700000000000000,3578.2700
28038,,2992.6550000000000000,5985.3100
28037,,34.4700000000000000,34.4700
28036,,3578.2700000000000000,3578.2700
28035,,69.9900000000000000,69.9900
28034,,69.9900000000000000,69.9900
28033,,25.4800000000000000,25.4800
28032,,75.4700000000000000,75.4700
28031,,3023.6600000000000000,6047.3200
28030,,2985.6650000000000000,5971.3300
28029,,39.9800000000000000,39.9800
28028,,64.4700000000000000,64.4700
28027,,119.9800000000000000,119.9800
28026,,7.2800000000000000,7.2800
28025,,69.9900000000000000,69.9900
28024,,194.7200000000000000,194.7200
28023,,39.9800000000000000,39.9800
28022,,3578.2700000000000000,3578.2700
28021,,78.9800000000000000,78.9800
28020,,39.9800000000000000,39.9800
28019,,7.2800000000000000,7.2800
28018,,3578.2700000000000000,3578.2700
28017,,3578.2700000000000000,3578.2700
28016,,2.2900000000000000,2.2900
28015,,29.4800000000000000,29.4800
28014,,3578.2700000000000000,3578.2700
28013,,3578.2700000000000000,3578.2700
28012,,7.2800000000000000,7.2800
28011,,7.2800000000000000,7.2800
28010,,64.4700000000000000,64.4700
28009,,7.2800000000000000,7.2800
28008,,7.2800000000000000,7.2800
28007,,39.9800000000000000,39.9800
28006,,7.2800000000000000,7.2800
28005,,7.2800000000000000,7.2800
28004,,7.2800000000000000,7.2800
28003,,4.9900000000000000,4.9900
28002,,39.9800000000000000,39.9800
28001,,39.9800000000000000,39.9800
28000,,94.4800000000000000,94.4800
27999,,102.9600000000000000,102.9600
27998,,144.4700000000000000,144.4700
27997,,4.9900000000000000,4.9900
27996,,67.9300000000000000,67.9300
27995,,4.9900000000000000,4.9900
27994,,7.2800000000000000,7.2800
27993,,2.2900000000000000,2.2900
27992,,2.2900000000000000,2.2900
27991,,2.2900000000000000,2.2900
27990,,38.9800000000000000,38.9800
27989,,3.9900000000000000,3.9900
27988,,7.2800000000000000,7.2800
27987,,553.9700000000000000,553.9700
27986,,553.9700000000000000,553.9700
27985,,539.9900000000000000,539.9900
27984,,561.4800000000000000,561.4800
27983,,539.9900000000000000,539.9900
27982,,603.4900000000000000,603.4900
27981,,39.9800000000000000,39.9800
27980,,29.4800000000000000,29.4800
27979,,4.9900000000000000,4.9900
27978,,29.4800000000000000,29.4800
27977,,553.9700000000000000,553.9700
27976,,58.9800000000000000,58.9800
27975,,83.4700000000000000,83.4700
27974,,553.9700000000000000,553.9700
27973,,539.9900000000000000,539.9900
27972,,67.9300000000000000,67.9300
27971,,58.9800000000000000,58.9800
27970,,64.4700000000000000,64.4700
27969,,599.4700000000000000,599.4700
27968,,39.9800000000000000,39.9800
27967,,553.9700000000000000,553.9700
27966,,39.9800000000000000,39.9800
27965,,565.4700000000000000,565.4700
27964,,6.2800000000000000,6.2800
27963,,7.2800000000000000,7.2800
27962,,7.2800000000000000,7.2800
27961,,29.4800000000000000,29.4800
27960,,7.2800000000000000,7.2800
27959,,54.9800000000000000,54.9800
27958,,38.9800000000000000,38.9800
27957,,6.2800000000000000,6.2800
27956,,553.9700000000000000,553.9700
27955,,38.9800000000000000,38.9800
27954,,39.9800000000000000,39.9800
27953,,548.9800000000000000,548.9800
27952,,2479.9400000000000000,2479.9400
27951,,2334.9700000000000000,2334.9700
27950,,4.9900000000000000,4.9900
27949,,553.9700000000000000,553.9700
27948,,2457.3300000000000000,2457.3300
27947,,4.9900000000000000,4.9900
27946,,1143.4600000000000000,1143.4600
27945,,12.9800000000000000,12.9800
27944,,2578.9100000000000000,2578.9100
27943,,2443.3500000000000000,2443.3500
27942,,29.4800000000000000,29.4800
27941,,15.2300000000000000,15.2300
27940,,38.9800000000000000,38.9800
27939,,92.9700000000000000,92.9700
27938,,38.9800000000000000,38.9800
27937,,2641.2300000000000000,2641.2300
27936,,24.9900000000000000,24.9900
27935,,113.9600000000000000,113.9600
27934,,4.9900000000000000,4.9900
27933,,12.9400000000000000,12.9400
27932,,123.4800000000000000,123.4800
27931,,7.2800000000000000,7.2800
27930,,36.2700000000000000,36.2700
27929,,3.9900000000000000,3.9900
27928,,1120.4900000000000000,1120.4900
27927,,3.9900000000000000,3.9900
27926,,4.9900000000000000,4.9900
